user_id,sub_id,cost,start_date,recurring_length,alert_id,sort_group,user_notes,cancelled,rating
2574,37,9,2021-12-13,monthly,1,food,This is a note for user 2574 subscription 3.,False,3
2574,7,13,2021-10-16,monthly,1,tv and movies,This is a note for user 2574 subscription 4.,False,4
2574,31,11,2021-1-10,monthly,1,books,This is a note for user 2574 subscription 5.,False,5
2575,38,7,2021-6-14,monthly,1,food,This is a note for user 2575 subscription 1.,False,5
2575,39,7,2021-4-1,monthly,1,food,This is a note for user 2575 subscription 2.,False,3
2575,12,6,2021-9-23,monthly,1,music,This is a note for user 2575 subscription 3.,False,5
2575,18,13,2021-4-28,monthly,1,music,This is a note for user 2575 subscription 4.,False,3
2575,28,4,2021-4-26,monthly,1,games,This is a note for user 2575 subscription 5.,False,5
2576,15,17,2021-5-7,monthly,1,music,This is a note for user 2576 subscription 1.,False,5
2577,25,13,2021-1-5,monthly,1,games,This is a note for user 2577 subscription 1.,False,3
2577,11,1,2021-1-22,monthly,1,music,This is a note for user 2577 subscription 2.,False,5
2577,39,10,2021-6-16,monthly,1,food,This is a note for user 2577 subscription 3.,False,4
2577,23,16,2021-3-4,monthly,1,games,This is a note for user 2577 subscription 4.,False,3
2578,33,18,2021-1-17,monthly,1,books,This is a note for user 2578 subscription 1.,False,3
2578,34,5,2021-4-9,monthly,1,books,This is a note for user 2578 subscription 2.,False,5
2578,35,10,2021-11-1,monthly,1,books,This is a note for user 2578 subscription 3.,False,5
2578,6,12,2021-9-17,monthly,1,tv and movies,This is a note for user 2578 subscription 4.,False,5
2578,9,1,2021-1-8,monthly,1,tv and movies,This is a note for user 2578 subscription 5.,False,5
2578,20,12,2021-10-26,monthly,1,music,This is a note for user 2578 subscription 6.,False,3
2578,21,18,2021-3-15,monthly,1,games,This is a note for user 2578 subscription 7.,False,1
2578,31,19,2021-5-15,monthly,1,books,This is a note for user 2578 subscription 8.,False,3
2579,30,2,2021-2-17,monthly,1,games,This is a note for user 2579 subscription 1.,False,2
2579,6,16,2021-9-22,monthly,1,tv and movies,This is a note for user 2579 subscription 2.,False,4
2580,3,17,2021-1-14,monthly,1,tv and movies,This is a note for user 2580 subscription 1.,False,3
2580,7,3,2021-11-22,monthly,1,tv and movies,This is a note for user 2580 subscription 2.,False,5
2581,34,16,2021-6-12,monthly,1,books,This is a note for user 2581 subscription 1.,False,4
2581,36,10,2021-11-28,monthly,1,food,This is a note for user 2581 subscription 2.,False,3
2581,6,18,2021-4-25,monthly,1,tv and movies,This is a note for user 2581 subscription 3.,False,5
2582,36,13,2021-12-16,monthly,1,food,This is a note for user 2582 subscription 1.,False,3
2582,37,3,2021-6-8,monthly,1,food,This is a note for user 2582 subscription 2.,False,2
2582,40,16,2021-11-1,monthly,1,food,This is a note for user 2582 subscription 3.,False,4
2582,9,5,2021-6-6,monthly,1,tv and movies,This is a note for user 2582 subscription 4.,False,5
2582,17,9,2021-6-12,monthly,1,music,This is a note for user 2582 subscription 5.,False,3
2582,18,1,2021-3-14,monthly,1,music,This is a note for user 2582 subscription 6.,False,3
2583,13,16,2021-9-14,monthly,1,music,This is a note for user 2583 subscription 1.,False,3
2584,36,13,2021-3-11,monthly,1,food,This is a note for user 2584 subscription 1.,False,3
2584,10,4,2021-12-26,monthly,1,tv and movies,This is a note for user 2584 subscription 2.,False,5
2584,11,10,2021-3-10,monthly,1,music,This is a note for user 2584 subscription 3.,False,3
2584,16,2,2021-6-26,monthly,1,music,This is a note for user 2584 subscription 4.,False,2
2584,31,4,2021-1-21,monthly,1,books,This is a note for user 2584 subscription 5.,False,5
2585,10,18,2021-9-1,monthly,1,tv and movies,This is a note for user 2585 subscription 1.,False,4
2585,18,20,2021-3-16,monthly,1,music,This is a note for user 2585 subscription 2.,False,5
2585,28,14,2021-3-17,monthly,1,games,This is a note for user 2585 subscription 3.,False,5
2585,5,19,2021-10-16,monthly,1,tv and movies,This is a note for user 2585 subscription 4.,False,4
2586,2,2,2021-6-9,monthly,1,tv and movies,This is a note for user 2586 subscription 1.,False,3
2586,35,10,2021-1-2,monthly,1,books,This is a note for user 2586 subscription 2.,False,4
2586,3,18,2021-3-8,monthly,1,tv and movies,This is a note for user 2586 subscription 3.,False,4
2586,38,20,2021-5-18,monthly,1,food,This is a note for user 2586 subscription 4.,False,2
2586,7,18,2021-3-23,monthly,1,tv and movies,This is a note for user 2586 subscription 5.,False,5
2586,8,12,2021-2-9,monthly,1,tv and movies,This is a note for user 2586 subscription 6.,False,5
2586,9,18,2021-10-3,monthly,1,tv and movies,This is a note for user 2586 subscription 7.,False,4
2586,26,13,2021-3-7,monthly,1,games,This is a note for user 2586 subscription 8.,False,4
2587,2,8,2021-3-1,monthly,1,tv and movies,This is a note for user 2587 subscription 1.,False,5
2588,8,19,2021-12-12,monthly,1,tv and movies,This is a note for user 2588 subscription 1.,False,2
2589,38,3,2021-3-7,monthly,1,food,This is a note for user 2589 subscription 1.,False,3
2589,25,11,2021-8-28,monthly,1,games,This is a note for user 2589 subscription 2.,False,3
2589,22,3,2021-8-21,monthly,1,games,This is a note for user 2589 subscription 3.,False,5
2589,17,18,2021-1-11,monthly,1,music,This is a note for user 2589 subscription 4.,False,5
2590,32,19,2021-8-21,monthly,1,books,This is a note for user 2590 subscription 1.,False,5
2590,34,6,2021-8-13,monthly,1,books,This is a note for user 2590 subscription 2.,False,5
2590,3,12,2021-4-14,monthly,1,tv and movies,This is a note for user 2590 subscription 3.,False,5
2590,10,10,2021-11-19,monthly,1,tv and movies,This is a note for user 2590 subscription 4.,False,2
2590,29,13,2021-7-12,monthly,1,games,This is a note for user 2590 subscription 5.,False,4
2590,31,10,2021-12-6,monthly,1,books,This is a note for user 2590 subscription 6.,False,5
2591,32,4,2021-1-3,monthly,1,books,This is a note for user 2591 subscription 1.,False,5
2591,35,15,2021-10-8,monthly,1,books,This is a note for user 2591 subscription 2.,False,4
2591,38,14,2021-9-3,monthly,1,food,This is a note for user 2591 subscription 3.,False,3
2591,31,5,2021-3-13,monthly,1,books,This is a note for user 2591 subscription 4.,False,5
2592,30,6,2021-8-16,monthly,1,games,This is a note for user 2592 subscription 1.,False,5
2593,36,3,2021-11-4,monthly,1,food,This is a note for user 2593 subscription 1.,False,3
2593,37,1,2021-5-26,monthly,1,food,This is a note for user 2593 subscription 2.,False,2
2593,38,13,2021-11-3,monthly,1,food,This is a note for user 2593 subscription 3.,False,5
2593,39,12,2021-5-26,monthly,1,food,This is a note for user 2593 subscription 4.,False,4
2593,40,18,2021-9-19,monthly,1,food,This is a note for user 2593 subscription 5.,False,3
2593,11,19,2021-6-25,monthly,1,music,This is a note for user 2593 subscription 6.,False,4
2593,15,7,2021-11-21,monthly,1,music,This is a note for user 2593 subscription 7.,False,3
2593,20,16,2021-6-11,monthly,1,music,This is a note for user 2593 subscription 8.,False,3
2594,33,4,2021-11-25,monthly,1,books,This is a note for user 2594 subscription 1.,False,3
2594,3,14,2021-12-11,monthly,1,tv and movies,This is a note for user 2594 subscription 2.,False,4
2594,36,12,2021-8-8,monthly,1,food,This is a note for user 2594 subscription 3.,False,5
2594,26,9,2021-10-17,monthly,1,games,This is a note for user 2594 subscription 4.,False,4
2594,31,9,2021-8-17,monthly,1,books,This is a note for user 2594 subscription 5.,False,4
2595,2,8,2021-4-12,monthly,1,tv and movies,This is a note for user 2595 subscription 1.,False,5
2595,6,11,2021-8-21,monthly,1,tv and movies,This is a note for user 2595 subscription 2.,False,5
2595,9,10,2021-6-15,monthly,1,tv and movies,This is a note for user 2595 subscription 3.,False,4
2595,12,8,2021-4-22,monthly,1,music,This is a note for user 2595 subscription 4.,False,2
2595,13,8,2021-8-7,monthly,1,music,This is a note for user 2595 subscription 5.,False,4
2595,22,20,2021-12-27,monthly,1,games,This is a note for user 2595 subscription 6.,False,4
2596,39,6,2021-8-22,monthly,1,food,This is a note for user 2596 subscription 1.,False,4
2596,13,15,2021-1-17,monthly,1,music,This is a note for user 2596 subscription 2.,False,5
2596,14,12,2021-3-20,monthly,1,music,This is a note for user 2596 subscription 3.,False,4
2596,24,14,2021-3-8,monthly,1,games,This is a note for user 2596 subscription 4.,False,4
2596,25,16,2021-6-12,monthly,1,games,This is a note for user 2596 subscription 5.,False,4
2596,28,13,2021-3-7,monthly,1,games,This is a note for user 2596 subscription 6.,False,5
2596,29,19,2021-11-16,monthly,1,games,This is a note for user 2596 subscription 7.,False,3
2596,30,13,2021-2-25,monthly,1,games,This is a note for user 2596 subscription 8.,False,5
2597,1,16,2021-2-15,monthly,1,tv and movies,This is a note for user 2597 subscription 1.,False,3
2597,11,19,2021-5-26,monthly,1,music,This is a note for user 2597 subscription 2.,False,3
2597,18,8,2021-10-27,monthly,1,music,This is a note for user 2597 subscription 3.,False,2
2597,19,2,2021-11-23,monthly,1,music,This is a note for user 2597 subscription 4.,False,3
2597,20,20,2021-11-1,monthly,1,music,This is a note for user 2597 subscription 5.,False,3
2597,29,11,2021-11-9,monthly,1,games,This is a note for user 2597 subscription 6.,False,2
2598,27,17,2021-1-7,monthly,1,games,This is a note for user 2598 subscription 1.,False,4
2598,35,3,2021-9-23,monthly,1,books,This is a note for user 2598 subscription 2.,False,5
2598,31,5,2021-3-3,monthly,1,books,This is a note for user 2598 subscription 3.,False,5
2599,17,4,2021-2-13,monthly,1,music,This is a note for user 2599 subscription 1.,False,3
2599,3,20,2021-8-15,monthly,1,tv and movies,This is a note for user 2599 subscription 2.,False,5
2599,38,9,2021-12-6,monthly,1,food,This is a note for user 2599 subscription 3.,False,5
2600,36,5,2021-11-16,monthly,1,food,This is a note for user 2600 subscription 1.,False,3
2600,37,15,2021-7-11,monthly,1,food,This is a note for user 2600 subscription 2.,False,5
2600,23,11,2021-1-7,monthly,1,games,This is a note for user 2600 subscription 3.,False,5
2600,25,8,2021-8-19,monthly,1,games,This is a note for user 2600 subscription 4.,False,1
2600,27,9,2021-8-18,monthly,1,games,This is a note for user 2600 subscription 5.,False,5
2600,29,11,2021-8-1,monthly,1,games,This is a note for user 2600 subscription 6.,False,5
2600,30,4,2021-9-20,monthly,1,games,This is a note for user 2600 subscription 7.,False,3
2601,1,5,2021-12-16,monthly,1,tv and movies,This is a note for user 2601 subscription 1.,False,5
2601,35,18,2021-12-22,monthly,1,books,This is a note for user 2601 subscription 2.,False,4
2601,6,15,2021-12-5,monthly,1,tv and movies,This is a note for user 2601 subscription 3.,False,2
2601,10,4,2021-1-6,monthly,1,tv and movies,This is a note for user 2601 subscription 4.,False,4
2601,13,11,2021-11-22,monthly,1,music,This is a note for user 2601 subscription 5.,False,5
2601,26,1,2021-6-7,monthly,1,games,This is a note for user 2601 subscription 6.,False,3
2601,27,14,2021-5-21,monthly,1,games,This is a note for user 2601 subscription 7.,False,5
2602,37,12,2021-12-24,monthly,1,food,This is a note for user 2602 subscription 1.,False,4
2602,38,16,2021-8-2,monthly,1,food,This is a note for user 2602 subscription 2.,False,4
2602,39,6,2021-4-24,monthly,1,food,This is a note for user 2602 subscription 3.,False,4
2602,40,14,2021-12-15,monthly,1,food,This is a note for user 2602 subscription 4.,False,4
2602,8,12,2021-1-2,monthly,1,tv and movies,This is a note for user 2602 subscription 5.,False,5
2602,18,4,2021-1-2,monthly,1,music,This is a note for user 2602 subscription 6.,False,4
2602,26,11,2021-1-4,monthly,1,games,This is a note for user 2602 subscription 7.,False,4
2602,27,20,2021-9-11,monthly,1,games,This is a note for user 2602 subscription 8.,False,5
2603,11,13,2021-11-19,monthly,1,music,This is a note for user 2603 subscription 1.,False,4
2603,3,5,2021-10-22,monthly,1,tv and movies,This is a note for user 2603 subscription 2.,False,5
2603,31,4,2021-7-8,monthly,1,books,This is a note for user 2603 subscription 3.,False,5
2604,2,3,2021-11-15,monthly,1,tv and movies,This is a note for user 2604 subscription 1.,False,3
2604,37,9,2021-7-11,monthly,1,food,This is a note for user 2604 subscription 2.,False,1
2604,6,16,2021-5-5,monthly,1,tv and movies,This is a note for user 2604 subscription 3.,False,2
2604,10,15,2021-3-28,monthly,1,tv and movies,This is a note for user 2604 subscription 4.,False,4
2604,16,3,2021-1-15,monthly,1,music,This is a note for user 2604 subscription 5.,False,3
2604,20,19,2021-2-5,monthly,1,music,This is a note for user 2604 subscription 6.,False,3
2604,27,18,2021-1-20,monthly,1,games,This is a note for user 2604 subscription 7.,False,3
2605,37,10,2021-10-9,monthly,1,food,This is a note for user 2605 subscription 1.,False,4
2605,6,5,2021-11-28,monthly,1,tv and movies,This is a note for user 2605 subscription 2.,False,3
2605,38,1,2021-9-13,monthly,1,food,This is a note for user 2605 subscription 3.,False,3
2605,39,14,2021-5-15,monthly,1,food,This is a note for user 2605 subscription 4.,False,5
2605,12,15,2021-3-2,monthly,1,music,This is a note for user 2605 subscription 5.,False,4
2605,22,2,2021-11-14,monthly,1,games,This is a note for user 2605 subscription 6.,False,3
2606,34,10,2021-6-2,monthly,1,books,This is a note for user 2606 subscription 1.,False,2
2606,8,18,2021-11-20,monthly,1,tv and movies,This is a note for user 2606 subscription 2.,False,5
2606,11,17,2021-6-19,monthly,1,music,This is a note for user 2606 subscription 3.,False,1
2606,12,15,2021-10-17,monthly,1,music,This is a note for user 2606 subscription 4.,False,3
2606,13,2,2021-12-24,monthly,1,music,This is a note for user 2606 subscription 5.,False,2
2607,2,14,2021-7-22,monthly,1,tv and movies,This is a note for user 2607 subscription 1.,False,4
2607,35,11,2021-10-7,monthly,1,books,This is a note for user 2607 subscription 2.,False,5
2607,37,10,2021-3-18,monthly,1,food,This is a note for user 2607 subscription 3.,False,3
2607,7,3,2021-7-6,monthly,1,tv and movies,This is a note for user 2607 subscription 4.,False,5
2607,25,2,2021-12-24,monthly,1,games,This is a note for user 2607 subscription 5.,False,4
2607,26,16,2021-11-3,monthly,1,games,This is a note for user 2607 subscription 6.,False,4
2607,29,13,2021-9-18,monthly,1,games,This is a note for user 2607 subscription 7.,False,5
2607,30,18,2021-5-21,monthly,1,games,This is a note for user 2607 subscription 8.,False,5
2608,5,9,2021-5-17,monthly,1,tv and movies,This is a note for user 2608 subscription 1.,False,1
2608,10,13,2021-11-9,monthly,1,tv and movies,This is a note for user 2608 subscription 2.,False,3
2608,11,1,2021-2-17,monthly,1,music,This is a note for user 2608 subscription 3.,False,5
2608,28,7,2021-1-13,monthly,1,games,This is a note for user 2608 subscription 4.,False,4
2608,31,5,2021-1-6,monthly,1,books,This is a note for user 2608 subscription 5.,False,5
2609,38,7,2021-3-4,monthly,1,food,This is a note for user 2609 subscription 1.,False,5
2610,16,20,2021-11-24,monthly,1,music,This is a note for user 2610 subscription 1.,False,1
2610,33,9,2021-8-13,monthly,1,books,This is a note for user 2610 subscription 2.,False,5
2611,32,6,2021-9-14,monthly,1,books,This is a note for user 2611 subscription 1.,False,4
2611,34,18,2021-1-26,monthly,1,books,This is a note for user 2611 subscription 2.,False,3
2611,35,10,2021-9-22,monthly,1,books,This is a note for user 2611 subscription 3.,False,3
2611,5,12,2021-5-26,monthly,1,tv and movies,This is a note for user 2611 subscription 4.,False,4
2611,22,12,2021-1-20,monthly,1,games,This is a note for user 2611 subscription 5.,False,4
2611,28,14,2021-1-7,monthly,1,games,This is a note for user 2611 subscription 6.,False,1
2612,4,18,2021-3-3,monthly,1,tv and movies,This is a note for user 2612 subscription 1.,False,5
2612,38,6,2021-2-3,monthly,1,food,This is a note for user 2612 subscription 2.,False,5
2612,39,6,2021-11-6,monthly,1,food,This is a note for user 2612 subscription 3.,False,4
2612,40,16,2021-6-9,monthly,1,food,This is a note for user 2612 subscription 4.,False,1
2612,9,2,2021-8-27,monthly,1,tv and movies,This is a note for user 2612 subscription 5.,False,4
2612,28,7,2021-12-16,monthly,1,games,This is a note for user 2612 subscription 6.,False,4
2612,29,1,2021-7-4,monthly,1,games,This is a note for user 2612 subscription 7.,False,5
2613,24,18,2021-12-15,monthly,1,games,This is a note for user 2613 subscription 1.,False,3
2613,19,17,2021-6-13,monthly,1,music,This is a note for user 2613 subscription 2.,False,5
2613,11,10,2021-10-27,monthly,1,music,This is a note for user 2613 subscription 3.,False,4
2613,20,19,2021-10-3,monthly,1,music,This is a note for user 2613 subscription 4.,False,4
2614,2,9,2021-10-24,monthly,1,tv and movies,This is a note for user 2614 subscription 1.,False,1
2614,4,15,2021-11-10,monthly,1,tv and movies,This is a note for user 2614 subscription 2.,False,4
2614,40,14,2021-7-22,monthly,1,food,This is a note for user 2614 subscription 3.,False,5
2614,10,3,2021-6-4,monthly,1,tv and movies,This is a note for user 2614 subscription 4.,False,5
2614,18,8,2021-2-2,monthly,1,music,This is a note for user 2614 subscription 5.,False,3
2614,26,5,2021-8-25,monthly,1,games,This is a note for user 2614 subscription 6.,False,3
2615,1,6,2021-11-6,monthly,1,tv and movies,This is a note for user 2615 subscription 1.,False,2
2615,4,3,2021-6-23,monthly,1,tv and movies,This is a note for user 2615 subscription 2.,False,4
2615,5,1,2021-3-7,monthly,1,tv and movies,This is a note for user 2615 subscription 3.,False,4
2615,6,12,2021-3-22,monthly,1,tv and movies,This is a note for user 2615 subscription 4.,False,2
2615,10,4,2021-8-16,monthly,1,tv and movies,This is a note for user 2615 subscription 5.,False,3
2615,11,9,2021-9-4,monthly,1,music,This is a note for user 2615 subscription 6.,False,3
2615,17,8,2021-5-2,monthly,1,music,This is a note for user 2615 subscription 7.,False,1
2615,22,13,2021-1-5,monthly,1,games,This is a note for user 2615 subscription 8.,False,2
2616,8,1,2021-4-11,monthly,1,tv and movies,This is a note for user 2616 subscription 1.,False,4
2616,35,10,2021-10-26,monthly,1,books,This is a note for user 2616 subscription 2.,False,2
2616,6,5,2021-8-22,monthly,1,tv and movies,This is a note for user 2616 subscription 3.,False,5
2616,31,17,2021-4-19,monthly,1,books,This is a note for user 2616 subscription 4.,False,2
2617,5,14,2021-5-12,monthly,1,tv and movies,This is a note for user 2617 subscription 1.,False,5
2617,39,8,2021-3-20,monthly,1,food,This is a note for user 2617 subscription 2.,False,5
2617,12,2,2021-8-6,monthly,1,music,This is a note for user 2617 subscription 3.,False,5
2617,15,11,2021-10-6,monthly,1,music,This is a note for user 2617 subscription 4.,False,3
2617,22,16,2021-9-8,monthly,1,games,This is a note for user 2617 subscription 5.,False,4
2617,24,6,2021-6-13,monthly,1,games,This is a note for user 2617 subscription 6.,False,1
2617,25,10,2021-11-11,monthly,1,games,This is a note for user 2617 subscription 7.,False,1
2617,29,2,2021-6-8,monthly,1,games,This is a note for user 2617 subscription 8.,False,4
2618,32,2,2021-11-5,monthly,1,books,This is a note for user 2618 subscription 1.,False,3
2618,33,4,2021-6-22,monthly,1,books,This is a note for user 2618 subscription 2.,False,5
2618,40,15,2021-2-14,monthly,1,food,This is a note for user 2618 subscription 3.,False,5
2618,15,4,2021-4-24,monthly,1,music,This is a note for user 2618 subscription 4.,False,1
2618,16,6,2021-2-5,monthly,1,music,This is a note for user 2618 subscription 5.,False,5
2619,1,19,2021-10-17,monthly,1,tv and movies,This is a note for user 2619 subscription 1.,False,4
2619,2,1,2021-4-28,monthly,1,tv and movies,This is a note for user 2619 subscription 2.,False,4
2619,36,12,2021-12-24,monthly,1,food,This is a note for user 2619 subscription 3.,False,5
2619,38,12,2021-6-5,monthly,1,food,This is a note for user 2619 subscription 4.,False,3
2619,40,18,2021-8-17,monthly,1,food,This is a note for user 2619 subscription 5.,False,4
2619,15,16,2021-8-5,monthly,1,music,This is a note for user 2619 subscription 6.,False,5
2620,34,14,2021-8-8,monthly,1,books,This is a note for user 2620 subscription 1.,False,4
2620,19,5,2021-10-23,monthly,1,music,This is a note for user 2620 subscription 2.,False,5
2621,40,1,2021-10-7,monthly,1,food,This is a note for user 2621 subscription 1.,False,3
2621,16,9,2021-7-10,monthly,1,music,This is a note for user 2621 subscription 2.,False,3
2621,17,18,2021-3-6,monthly,1,music,This is a note for user 2621 subscription 3.,False,3
2621,22,20,2021-6-5,monthly,1,games,This is a note for user 2621 subscription 4.,False,3
2621,24,13,2021-11-15,monthly,1,games,This is a note for user 2621 subscription 5.,False,2
2621,26,4,2021-8-19,monthly,1,games,This is a note for user 2621 subscription 6.,False,5
2621,27,12,2021-11-24,monthly,1,games,This is a note for user 2621 subscription 7.,False,3
2621,28,6,2021-6-1,monthly,1,games,This is a note for user 2621 subscription 8.,False,4
2622,4,3,2021-12-25,monthly,1,tv and movies,This is a note for user 2622 subscription 1.,False,4
2622,6,19,2021-5-23,monthly,1,tv and movies,This is a note for user 2622 subscription 2.,False,4
2622,38,12,2021-3-17,monthly,1,food,This is a note for user 2622 subscription 3.,False,1
2622,21,17,2021-4-26,monthly,1,games,This is a note for user 2622 subscription 4.,False,5
2622,22,9,2021-7-15,monthly,1,games,This is a note for user 2622 subscription 5.,False,3
2622,23,15,2021-3-28,monthly,1,games,This is a note for user 2622 subscription 6.,False,3
2622,25,3,2021-6-7,monthly,1,games,This is a note for user 2622 subscription 7.,False,3
2622,27,1,2021-2-2,monthly,1,games,This is a note for user 2622 subscription 8.,False,5
2623,33,4,2021-4-4,monthly,1,books,This is a note for user 2623 subscription 1.,False,5
2623,34,7,2021-6-6,monthly,1,books,This is a note for user 2623 subscription 2.,False,4
2623,35,12,2021-9-9,monthly,1,books,This is a note for user 2623 subscription 3.,False,3
2623,8,13,2021-7-2,monthly,1,tv and movies,This is a note for user 2623 subscription 4.,False,4
2623,10,3,2021-6-11,monthly,1,tv and movies,This is a note for user 2623 subscription 5.,False,3
2623,24,13,2021-2-8,monthly,1,games,This is a note for user 2623 subscription 6.,False,4
2623,27,11,2021-7-1,monthly,1,games,This is a note for user 2623 subscription 7.,False,2
2624,2,9,2021-7-11,monthly,1,tv and movies,This is a note for user 2624 subscription 1.,False,4
2624,35,13,2021-7-3,monthly,1,books,This is a note for user 2624 subscription 2.,False,1
2624,39,7,2021-8-1,monthly,1,food,This is a note for user 2624 subscription 3.,False,4
2624,16,7,2021-8-21,monthly,1,music,This is a note for user 2624 subscription 4.,False,5
2624,24,13,2021-3-27,monthly,1,games,This is a note for user 2624 subscription 5.,False,4
2624,28,19,2021-9-22,monthly,1,games,This is a note for user 2624 subscription 6.,False,3
2624,29,15,2021-4-8,monthly,1,games,This is a note for user 2624 subscription 7.,False,4
2625,25,20,2021-10-8,monthly,1,games,This is a note for user 2625 subscription 1.,False,3
2625,31,10,2021-6-21,monthly,1,books,This is a note for user 2625 subscription 2.,False,2
2626,1,14,2021-5-17,monthly,1,tv and movies,This is a note for user 2626 subscription 1.,False,5
2626,2,20,2021-3-6,monthly,1,tv and movies,This is a note for user 2626 subscription 2.,False,5
2626,38,18,2021-12-26,monthly,1,food,This is a note for user 2626 subscription 3.,False,4
2626,39,3,2021-6-18,monthly,1,food,This is a note for user 2626 subscription 4.,False,5
2626,40,9,2021-8-1,monthly,1,food,This is a note for user 2626 subscription 5.,False,5
2626,12,14,2021-11-10,monthly,1,music,This is a note for user 2626 subscription 6.,False,2
2626,13,2,2021-8-9,monthly,1,music,This is a note for user 2626 subscription 7.,False,2
2627,6,10,2021-2-22,monthly,1,tv and movies,This is a note for user 2627 subscription 1.,False,1
2627,31,11,2021-10-12,monthly,1,books,This is a note for user 2627 subscription 2.,False,4
2628,1,8,2021-1-27,monthly,1,tv and movies,This is a note for user 2628 subscription 1.,False,4
2628,33,4,2021-1-13,monthly,1,books,This is a note for user 2628 subscription 2.,False,5
2628,35,13,2021-2-15,monthly,1,books,This is a note for user 2628 subscription 3.,False,3
2628,15,11,2021-9-4,monthly,1,music,This is a note for user 2628 subscription 4.,False,5
2628,17,20,2021-11-16,monthly,1,music,This is a note for user 2628 subscription 5.,False,4
2628,20,16,2021-5-14,monthly,1,music,This is a note for user 2628 subscription 6.,False,5
2629,11,4,2021-8-28,monthly,1,music,This is a note for user 2629 subscription 1.,False,5
2629,37,6,2021-7-8,monthly,1,food,This is a note for user 2629 subscription 2.,False,4
2629,6,3,2021-2-20,monthly,1,tv and movies,This is a note for user 2629 subscription 3.,False,5
2630,32,6,2021-5-23,monthly,1,books,This is a note for user 2630 subscription 1.,False,4
2631,1,6,2021-8-18,monthly,1,tv and movies,This is a note for user 2631 subscription 1.,False,3
2631,34,8,2021-9-7,monthly,1,books,This is a note for user 2631 subscription 2.,False,3
2632,38,10,2021-1-10,monthly,1,food,This is a note for user 2632 subscription 1.,False,5
2633,34,4,2021-1-13,monthly,1,books,This is a note for user 2633 subscription 1.,False,4
2633,9,3,2021-2-17,monthly,1,tv and movies,This is a note for user 2633 subscription 2.,False,3
2633,13,5,2021-7-5,monthly,1,music,This is a note for user 2633 subscription 3.,False,4
2633,14,1,2021-5-16,monthly,1,music,This is a note for user 2633 subscription 4.,False,2
2633,16,6,2021-8-18,monthly,1,music,This is a note for user 2633 subscription 5.,False,3
2634,2,1,2021-9-28,monthly,1,tv and movies,This is a note for user 2634 subscription 1.,False,5
2634,3,10,2021-3-16,monthly,1,tv and movies,This is a note for user 2634 subscription 2.,False,4
2634,34,20,2021-1-6,monthly,1,books,This is a note for user 2634 subscription 3.,False,5
2634,5,11,2021-2-5,monthly,1,tv and movies,This is a note for user 2634 subscription 4.,False,5
2634,16,15,2021-10-27,monthly,1,music,This is a note for user 2634 subscription 5.,False,3
2634,30,12,2021-1-21,monthly,1,games,This is a note for user 2634 subscription 6.,False,4
2635,5,16,2021-12-21,monthly,1,tv and movies,This is a note for user 2635 subscription 1.,False,2
2635,37,20,2021-2-12,monthly,1,food,This is a note for user 2635 subscription 2.,False,4
2635,38,10,2021-2-24,monthly,1,food,This is a note for user 2635 subscription 3.,False,4
2635,39,3,2021-11-1,monthly,1,food,This is a note for user 2635 subscription 4.,False,3
2635,28,11,2021-2-27,monthly,1,games,This is a note for user 2635 subscription 5.,False,5
2635,30,11,2021-3-23,monthly,1,games,This is a note for user 2635 subscription 6.,False,2
2636,35,14,2021-10-1,monthly,1,books,This is a note for user 2636 subscription 1.,False,1
2636,12,10,2021-7-5,monthly,1,music,This is a note for user 2636 subscription 2.,False,4
2636,14,7,2021-10-27,monthly,1,music,This is a note for user 2636 subscription 3.,False,5
2636,31,12,2021-11-25,monthly,1,books,This is a note for user 2636 subscription 4.,False,4
2637,1,10,2021-2-7,monthly,1,tv and movies,This is a note for user 2637 subscription 1.,False,4
2637,3,5,2021-3-14,monthly,1,tv and movies,This is a note for user 2637 subscription 2.,False,4
2637,6,5,2021-5-4,monthly,1,tv and movies,This is a note for user 2637 subscription 3.,False,3
2637,7,3,2021-6-12,monthly,1,tv and movies,This is a note for user 2637 subscription 4.,False,1
2637,15,2,2021-11-24,monthly,1,music,This is a note for user 2637 subscription 5.,False,4
2637,25,8,2021-5-19,monthly,1,games,This is a note for user 2637 subscription 6.,False,4
2637,27,2,2021-6-2,monthly,1,games,This is a note for user 2637 subscription 7.,False,4
2638,32,7,2021-2-3,monthly,1,books,This is a note for user 2638 subscription 1.,False,3
2638,34,3,2021-9-21,monthly,1,books,This is a note for user 2638 subscription 2.,False,4
2638,35,3,2021-10-20,monthly,1,books,This is a note for user 2638 subscription 3.,False,4
2638,5,10,2021-12-28,monthly,1,tv and movies,This is a note for user 2638 subscription 4.,False,3
2638,21,1,2021-3-20,monthly,1,games,This is a note for user 2638 subscription 5.,False,3
2638,23,12,2021-3-27,monthly,1,games,This is a note for user 2638 subscription 6.,False,5
2638,26,14,2021-12-6,monthly,1,games,This is a note for user 2638 subscription 7.,False,3
2638,27,18,2021-8-14,monthly,1,games,This is a note for user 2638 subscription 8.,False,3
2639,1,10,2021-10-23,monthly,1,tv and movies,This is a note for user 2639 subscription 1.,False,5
2639,2,2,2021-12-22,monthly,1,tv and movies,This is a note for user 2639 subscription 2.,False,2
2639,10,14,2021-7-22,monthly,1,tv and movies,This is a note for user 2639 subscription 3.,False,4
2640,34,7,2021-2-4,monthly,1,books,This is a note for user 2640 subscription 1.,False,3
